tender_id,category,customer,customer_bin,trade_method,publish_date,end_date,window_days,n_bidders,winner_supplier,winner_bin,amount_tg,status,is_captured_ground_truth
401253,Мебель,Заказчик_0055,539176725448,Открытый конкурс,2023-03-09,2023-03-17,8,1,Поставщик_0384,084435553244,949773.62,Завершен,False
401254,Медицинское оборудование,Заказчик_0130,560397578096,Из одного источника,2025-05-23,2025-06-05,13,5,Поставщик_0491,158112158095,8649185.11,Итоги подведены,False
401255,Клининг,Заказчик_0070,366888337780,Электронный аукцион,2023-12-03,2023-12-15,12,3,Поставщик_0318,666548534963,630473.09,Итоги подведены,False
401256,Стройматериалы,Заказчик_0131,463876194901,Открытый конкурс,2023-05-17,2023-05-20,3,3,Поставщик_0739,795163914900,2848321.17,Итоги подведены,False
401257,Медицинское оборудование,Заказчик_0000,602276804025,Открытый конкурс,2025-06-01,2025-06-20,19,6,Поставщик_0564,149029451339,6925841.41,Завершен,False
401258,IT-услуги,Заказчик_0137,362813537454,Открытый конкурс,2023-05-28,2023-06-10,13,4,Поставщик_0234,545458190187,5401101.48,Завершен,False
401259,Медицинское оборудование,Заказчик_0015,769043821442,Открытый конкурс,2024-05-31,2024-06-13,13,2,Поставщик_0284,829126485629,8698726.1,Завершен,False
401260,IT-услуги,Заказчик_0167,098964499673,Открытый конкурс,2023-05-15,2023-05-27,12,4,Поставщик_0134,530528735776,5406740.24,Итоги подведены,False
401261,Клининг,Заказчик_0191,742687446267,Открытый конкурс,2023-07-27,2023-07-28,1,2,Поставщик_0431,457774731762,762645.18,Отменен,False
401262,Транспортные услуги,Заказчик_0147,252922273397,Запрос ценовых предложений,2023-09-15,2023-09-28,13,2,Поставщик_0200,591387784449,1041933.55,Итоги подведены,False
401263,Медицинское оборудование,Заказчик_0188,511393683388,Запрос ценовых предложений,2023-11-25,2023-12-03,8,1,Поставщик_0013,133626704126,7076780.86,Завершен,False
401264,Канцелярские товары,Заказчик_0012,425723964512,Открытый конкурс,2024-07-01,2024-07-08,7,3,Поставщик_0731,532932360613,311961.64,Завершен,False
401265,Канцелярские товары,Заказчик_0033,456442497105,Открытый конкурс,2025-01-20,2025-01-28,8,1,Поставщик_0449,235915981959,317063.21,Завершен,False
401266,Медицинское оборудование,Заказчик_0178,823345926868,Из одного источника по несостоявшимся закупкам,2025-04-14,2025-05-06,22,5,Поставщик_0249,753741809469,7113930.86,Завершен,False
401267,Канцелярские товары,Заказчик_0010,757503098830,Из одного источника по несостоявшимся закупкам,2024-08-22,2024-08-30,8,3,Поставщик_0515,994600436234,311065.03,Опубликован,False
401268,Транспортные услуги,Заказчик_0012,425723964512,Электронный аукцион,2024-12-12,2024-12-26,14,4,Поставщик_0405,385456565010,1070302.32,Завершен,False
401269,Продукты питания,Заказчик_0088,446490060265,Запрос ценовых предложений,2023-10-17,2023-10-22,5,1,Поставщик_0024,820750434532,712240.85,Итоги подведены,True
401270,Охранные услуги,Заказчик_0116,028575123047,Электронный аукцион,2024-10-23,2024-10-31,8,3,Поставщик_0407,496909492643,2044074.67,Итоги подведены,False
401271,Стройматериалы,Заказчик_0156,370660134587,Электронный аукцион,2023-08-13,2023-08-31,18,2,Поставщик_0135,014282841775,2808372.16,Итоги подведены,False
401272,Продукты питания,Заказчик_0166,287356331623,Открытый конкурс,2023-05-13,2023-05-30,17,3,Поставщик_0612,305653841439,511469.0,Опубликован,False
401273,Стройматериалы,Заказчик_0120,174668074201,Открытый конкурс,2023-12-20,2024-01-04,15,4,Поставщик_0622,537306373772,2781228.61,Опубликован,False
401274,Медицинское оборудование,Заказчик_0149,424259616526,Запрос ценовых предложений,2024-04-02,2024-04-11,9,4,Поставщик_0543,776243762180,7888327.02,Завершен,False
401275,Продукты питания,Заказчик_0067,415355431652,Открытый конкурс,2024-05-07,2024-05-17,10,6,Поставщик_0759,474938970727,448971.5,Завершен,False
401276,IT-услуги,Заказчик_0017,424039274499,Запрос ценовых предложений,2025-05-13,2025-06-01,19,4,Поставщик_0401,066049648775,4750335.69,Завершен,False
401277,Мебель,Заказчик_0020,455927236237,Из одного источника по несостоявшимся закупкам,2023-03-14,2023-03-25,11,3,Поставщик_0207,184717961441,1057995.57,Итоги подведены,False
401278,Ремонт зданий,Заказчик_0124,308392990638,Открытый конкурс,2023-10-02,2023-10-15,13,1,Поставщик_0057,866171998149,5176122.86,Завершен,False
401279,Клининг,Заказчик_0094,217330854160,Из одного источника,2024-07-18,2024-07-30,12,5,Поставщик_0427,644483312630,615216.21,Итоги подведены,False
401280,Ремонт зданий,Заказчик_0117,419505214624,Из одного источника,2024-12-24,2024-12-30,6,5,Поставщик_0041,628909287388,6235423.27,Завершен,False
401281,Ремонт зданий,Заказчик_0039,704542495687,Открытый конкурс,2023-06-04,2023-06-14,10,2,Поставщик_0524,751020189276,5408942.46,Итоги подведены,False
401282,Транспортные услуги,Заказчик_0092,787963526218,Открытый конкурс,2023-08-18,2023-08-21,3,5,Поставщик_0595,398571213861,1189906.01,Завершен,False
401283,IT-услуги,Заказчик_0076,276366676869,Запрос ценовых предложений,2024-07-26,2024-08-15,20,2,Поставщик_0451,536259268377,5466692.59,Отменен,False
401284,Ремонт зданий,Заказчик_0050,074766470263,Запрос ценовых предложений,2024-05-23,2024-05-31,8,5,Поставщик_0619,461861754269,5910120.85,Итоги подведены,False
401285,Канцелярские товары,Заказчик_0145,164798701236,Электронный аукцион,2024-01-22,2024-01-29,7,5,Поставщик_0008,827876452446,317572.42,Завершен,False
401286,Мебель,Заказчик_0096,626442714264,Открытый конкурс,2025-05-28,2025-06-11,14,5,Поставщик_0194,060328680862,1009244.06,Завершен,False
401287,Медицинское оборудование,Заказчик_0098,137588080098,Открытый конкурс,2025-01-12,2025-01-26,14,4,Поставщик_0120,533402274817,6987060.3,Опубликован,False
401288,Медицинское оборудование,Заказчик_0065,847528925395,Открытый конкурс,2023-01-14,2023-01-22,8,5,Поставщик_0420,118735108906,8728179.95,Завершен,False
401289,Транспортные услуги,Заказчик_0167,098964499673,Запрос ценовых предложений,2025-01-28,2025-02-08,11,1,Поставщик_0328,112845460112,1027545.98,Завершен,False
401290,Медицинское оборудование,Заказчик_0025,958511387882,Запрос ценовых предложений,2024-02-07,2024-02-13,6,5,Поставщик_0525,285036307574,8328272.8,Завершен,False
401291,Продукты питания,Заказчик_0136,789135342202,Запрос ценовых предложений,2024-08-03,2024-08-16,13,3,Поставщик_0608,196632700250,479240.78,Отменен,False
401292,Мебель,Заказчик_0025,958511387882,Запрос ценовых предложений,2023-09-24,2023-10-05,11,3,Поставщик_0417,669535964147,1093524.31,Завершен,False
401293,Канцелярские товары,Заказчик_0185,103321145403,Электронный аукцион,2023-04-10,2023-04-22,12,4,Поставщик_0728,624041259320,323942.45,Опубликован,False
401294,Мебель,Заказчик_0146,531933776661,Запрос ценовых предложений,2024-05-13,2024-05-17,4,1,Поставщик_0299,615581038112,1403105.67,Завершен,True
401295,Транспортные услуги,Заказчик_0061,915640336836,Из одного источника по несостоявшимся закупкам,2024-08-15,2024-08-25,10,4,Поставщик_0737,540378658813,1154435.52,Отменен,False
401296,IT-услуги,Заказчик_0117,419505214624,Из одного источника,2024-12-29,2025-01-02,4,1,Поставщик_0101,134564782885,5788339.65,Завершен,True
401297,Продукты питания,Заказчик_0093,375889866098,Электронный аукцион,2024-01-10,2024-01-20,10,3,Поставщик_0230,446742286936,526338.11,Завершен,False
401298,Канцелярские товары,Заказчик_0008,959807652614,Из одного источника по несостоявшимся закупкам,2025-01-17,2025-01-23,6,5,Поставщик_0246,128011514827,314942.61,Опубликован,False
401299,Транспортные услуги,Заказчик_0171,919426295735,Электронный аукцион,2023-06-06,2023-06-21,15,5,Поставщик_0415,349738713330,1067857.18,Опубликован,False
401300,IT-услуги,Заказчик_0094,217330854160,Из одного источника по несостоявшимся закупкам,2023-02-14,2023-02-23,9,1,Поставщик_0797,468272254890,4272855.68,Итоги подведены,False
401301,Мебель,Заказчик_0172,325409489345,Открытый конкурс,2024-05-15,2024-05-20,5,3,Поставщик_0338,671463015987,992328.45,Итоги подведены,False
401302,Ремонт зданий,Заказчик_0150,560471705949,Запрос ценовых предложений,2023-08-10,2023-08-17,7,5,Поставщик_0737,540378658813,5943341.33,Итоги подведены,False
401303,IT-услуги,Заказчик_0184,660677017673,Из одного источника по несостоявшимся закупкам,2025-05-01,2025-05-23,22,2,Поставщик_0650,226837630452,5021873.66,Завершен,False
401304,Канцелярские товары,Заказчик_0092,787963526218,Из одного источника,2024-10-24,2024-11-07,14,3,Поставщик_0447,811413512591,307114.47,Завершен,False
401305,Охранные услуги,Заказчик_0069,588454746149,Электронный аукцион,2025-05-20,2025-06-05,16,1,Поставщик_0745,427612360235,1798445.07,Завершен,False
401306,Клининг,Заказчик_0097,603503212307,Из одного источника,2023-01-17,2023-02-04,18,1,Поставщик_0065,561035185318,761060.9,Завершен,False
401307,IT-услуги,Заказчик_0032,421496963502,Открытый конкурс,2024-10-27,2024-11-15,19,2,Поставщик_0351,955407680663,4642668.47,Завершен,False
401308,Продукты питания,Заказчик_0137,362813537454,Запрос ценовых предложений,2025-01-30,2025-02-03,4,6,Поставщик_0008,827876452446,524895.55,Завершен,False
401309,Мебель,Заказчик_0078,598284873191,Электронный аукцион,2023-11-04,2023-11-24,20,4,Поставщик_0349,202749903744,1068644.33,Завершен,False
401310,Ремонт зданий,Заказчик_0152,918199349998,Открытый конкурс,2024-01-28,2024-02-13,16,3,Поставщик_0380,205571075277,6447092.73,Завершен,False
401311,Ремонт зданий,Заказчик_0077,634570271159,Из одного источника по несостоявшимся закупкам,2023-08-08,2023-08-26,18,8,Поставщик_0186,073848826607,5490019.92,Завершен,False
401312,Канцелярские товары,Заказчик_0003,868570220212,Электронный аукцион,2023-01-09,2023-01-11,2,3,Поставщик_0282,723262034517,318631.6,Завершен,False
401313,Транспортные услуги,Заказчик_0198,615372780181,Запрос ценовых предложений,2023-05-22,2023-06-04,13,2,Поставщик_0121,843351688152,1211220.81,Завершен,False
401314,Ремонт зданий,Заказчик_0031,763063387334,Из одного источника,2024-06-08,2024-06-16,8,2,Поставщик_0292,652920546051,6259242.35,Опубликован,False
401315,IT-услуги,Заказчик_0166,287356331623,Электронный аукцион,2023-02-09,2023-02-15,6,4,Поставщик_0200,591387784449,4623697.21,Завершен,False
401316,Медицинское оборудование,Заказчик_0106,132435760062,Из одного источника по несостоявшимся закупкам,2024-02-20,2024-03-03,12,3,Поставщик_0308,129590257354,7124740.21,Итоги подведены,False
401317,IT-услуги,Заказчик_0054,441094840601,Запрос ценовых предложений,2024-08-18,2024-08-29,11,2,Поставщик_0057,866171998149,4393803.52,Завершен,False
401318,Ремонт зданий,Заказчик_0056,936679226110,Запрос ценовых предложений,2024-11-14,2024-12-01,17,5,Поставщик_0468,705905069794,6119315.78,Завершен,False
401319,Продукты питания,Заказчик_0007,329500167403,Электронный аукцион,2024-05-29,2024-06-11,13,1,Поставщик_0702,608570421517,538198.14,Итоги подведены,False
401320,Охранные услуги,Заказчик_0135,486200442637,Из одного источника по несостоявшимся закупкам,2025-01-15,2025-02-04,20,2,Поставщик_0171,074530106996,2018552.04,Завершен,False
401321,Стройматериалы,Заказчик_0020,455927236237,Электронный аукцион,2025-02-17,2025-03-02,13,3,Поставщик_0562,307506639977,2560848.09,Завершен,False
401322,Клининг,Заказчик_0071,069974068469,Электронный аукцион,2024-04-08,2024-04-19,11,1,Поставщик_0214,459023304521,651248.76,Завершен,False
401323,IT-услуги,Заказчик_0189,913923992645,Из одного источника по несостоявшимся закупкам,2025-06-09,2025-06-27,18,4,Поставщик_0443,740529188101,5435965.73,Итоги подведены,False
401324,Клининг,Заказчик_0117,419505214624,Открытый конкурс,2024-01-08,2024-01-14,6,2,Поставщик_0666,295758217844,680921.47,Итоги подведены,False
401325,Охранные услуги,Заказчик_0012,425723964512,Открытый конкурс,2023-04-18,2023-04-27,9,2,Поставщик_0198,662219935215,2196064.08,Завершен,False
401326,Медицинское оборудование,Заказчик_0165,105707422805,Из одного источника,2025-02-07,2025-02-10,3,1,Поставщик_0645,945551379107,10775721.56,Завершен,True
401327,Ремонт зданий,Заказчик_0087,751590785490,Из одного источника по несостоявшимся закупкам,2023-03-10,2023-03-18,8,3,Поставщик_0151,625246342738,5624396.87,Завершен,False
401328,Охранные услуги,Заказчик_0118,609055953469,Электронный аукцион,2024-02-14,2024-02-27,13,4,Поставщик_0591,682114187894,2046860.79,Завершен,False
401329,Транспортные услуги,Заказчик_0104,865457848634,Открытый конкурс,2023-06-14,2023-06-26,12,4,Поставщик_0479,756235419844,1254327.13,Опубликован,False
401330,IT-услуги,Заказчик_0015,769043821442,Запрос ценовых предложений,2023-05-30,2023-06-07,8,3,Поставщик_0047,399069925917,4294159.31,Итоги подведены,False
401331,Транспортные услуги,Заказчик_0039,704542495687,Из одного источника по несостоявшимся закупкам,2023-01-29,2023-02-13,15,2,Поставщик_0549,779704718153,1069591.54,Опубликован,False
401332,Транспортные услуги,Заказчик_0083,349806593311,Запрос ценовых предложений,2024-01-18,2024-02-03,16,2,Поставщик_0674,587072334392,1163379.27,Отменен,False
401333,Продукты питания,Заказчик_0006,836394225258,Из одного источника,2023-09-06,2023-09-10,4,1,Поставщик_0495,246507961368,429432.34,Итоги подведены,False
401334,Медицинское оборудование,Заказчик_0186,053323099951,Открытый конкурс,2024-07-07,2024-07-13,6,3,Поставщик_0316,642385904933,6853495.75,Завершен,False
401335,Охранные услуги,Заказчик_0169,512269807126,Из одного источника по несостоявшимся закупкам,2024-10-08,2024-10-24,16,1,Поставщик_0199,883751991993,1719813.63,Завершен,False
401336,Продукты питания,Заказчик_0154,114217757188,Электронный аукцион,2023-09-19,2023-10-08,19,6,Поставщик_0708,707240161153,470404.77,Итоги подведены,False
401337,Канцелярские товары,Заказчик_0195,530149191342,Электронный аукцион,2024-03-19,2024-04-03,15,4,Поставщик_0642,380264830214,295310.6,Завершен,False
401338,Охранные услуги,Заказчик_0042,061403237378,Из одного источника,2023-02-04,2023-02-17,13,1,Поставщик_0203,070247970998,2030025.67,Завершен,False
401339,Ремонт зданий,Заказчик_0159,055513512505,Электронный аукцион,2024-12-07,2024-12-16,9,7,Поставщик_0726,926884112358,5720871.83,Завершен,False
401340,Ремонт зданий,Заказчик_0045,891036937066,Из одного источника,2023-07-06,2023-07-19,13,1,Поставщик_0027,918990428350,5504983.11,Завершен,False
401341,Медицинское оборудование,Заказчик_0147,252922273397,Запрос ценовых предложений,2025-01-16,2025-02-01,16,3,Поставщик_0496,641940601150,7339838.31,Итоги подведены,False
401342,Транспортные услуги,Заказчик_0032,421496963502,Запрос ценовых предложений,2025-01-24,2025-01-31,7,4,Поставщик_0630,072126329927,1050870.89,Завершен,False
401343,Канцелярские товары,Заказчик_0060,098599620746,Открытый конкурс,2023-12-25,2023-12-27,2,4,Поставщик_0154,360846433592,314856.03,Завершен,False
401344,Охранные услуги,Заказчик_0058,694569801375,Запрос ценовых предложений,2023-01-14,2023-02-03,20,3,Поставщик_0194,060328680862,2063317.56,Итоги подведены,False
401345,Мебель,Заказчик_0155,850611322279,Открытый конкурс,2023-08-02,2023-08-17,15,6,Поставщик_0294,807498289481,1036085.06,Завершен,False
401346,Охранные услуги,Заказчик_0176,053666440505,Запрос ценовых предложений,2023-12-05,2023-12-16,11,2,Поставщик_0227,652331722063,1904423.62,Итоги подведены,False
401347,Канцелярские товары,Заказчик_0033,456442497105,Открытый конкурс,2024-06-17,2024-06-29,12,1,Поставщик_0437,124746955620,270937.17,Опубликован,False
401348,Транспортные услуги,Заказчик_0008,959807652614,Электронный аукцион,2023-07-01,2023-07-10,9,1,Поставщик_0093,500663526930,1256557.35,Итоги подведены,False
401349,Клининг,Заказчик_0117,419505214624,Открытый конкурс,2024-05-09,2024-05-14,5,1,Поставщик_0101,134564782885,989890.15,Завершен,True
401350,Стройматериалы,Заказчик_0195,530149191342,Электронный аукцион,2023-12-12,2023-12-23,11,8,Поставщик_0162,584323088340,2850041.22,Итоги подведены,False
401351,Канцелярские товары,Заказчик_0097,603503212307,Открытый конкурс,2025-06-11,2025-06-20,9,7,Поставщик_0014,068941037138,296671.64,Завершен,False
401352,Медицинское оборудование,Заказчик_0101,937882116761,Открытый конкурс,2024-05-29,2024-06-17,19,1,Поставщик_0660,885690734448,8096233.61,Итоги подведены,False
401353,Клининг,Заказчик_0056,936679226110,Из одного источника по несостоявшимся закупкам,2024-05-26,2024-06-08,13,2,Поставщик_0571,885399291688,619044.38,Завершен,False
401354,Медицинское оборудование,Заказчик_0180,050288400985,Открытый конкурс,2025-03-17,2025-03-31,14,7,Поставщик_0504,777279885669,7070793.62,Завершен,False
401355,Ремонт зданий,Заказчик_0181,093957730128,Из одного источника по несостоявшимся закупкам,2024-06-23,2024-06-29,6,4,Поставщик_0546,843681861106,5410324.4,Итоги подведены,False
401356,Ремонт зданий,Заказчик_0122,138783944958,Открытый конкурс,2024-12-12,2024-12-22,10,2,Поставщик_0453,267596208325,5809468.63,Итоги подведены,False
401357,Медицинское оборудование,Заказчик_0037,867585874226,Открытый конкурс,2023-12-15,2023-12-29,14,5,Поставщик_0221,526783920968,8347997.64,Отменен,False
401358,Медицинское оборудование,Заказчик_0036,195028486959,Из одного источника,2024-12-31,2025-01-11,11,4,Поставщик_0729,302785633903,8674686.64,Завершен,False
401359,Стройматериалы,Заказчик_0193,560763609637,Запрос ценовых предложений,2023-10-01,2023-10-16,15,1,Поставщик_0259,469059047610,2924776.39,Отменен,False
401360,Транспортные услуги,Заказчик_0143,957760497757,Из одного источника,2024-09-28,2024-10-16,18,2,Поставщик_0758,294831337443,1255076.78,Завершен,False
401361,Медицинское оборудование,Заказчик_0045,891036937066,Запрос ценовых предложений,2023-02-13,2023-02-23,10,3,Поставщик_0362,693663310109,7277781.9,Завершен,False
401362,Ремонт зданий,Заказчик_0046,178619734353,Из одного источника по несостоявшимся закупкам,2025-05-09,2025-05-18,9,1,Поставщик_0632,492032371579,6452205.6,Отменен,False
401363,Транспортные услуги,Заказчик_0054,441094840601,Электронный аукцион,2023-10-15,2023-10-20,5,3,Поставщик_0050,866108239013,1264057.59,Итоги подведены,False
401364,Канцелярские товары,Заказчик_0162,649389366563,Из одного источника по несостоявшимся закупкам,2024-09-25,2024-10-09,14,4,Поставщик_0490,845577179815,274795.77,Итоги подведены,False
401365,Канцелярские товары,Заказчик_0017,424039274499,Из одного источника по несостоявшимся закупкам,2023-07-31,2023-08-18,18,5,Поставщик_0117,937934651281,280836.69,Завершен,False
401366,IT-услуги,Заказчик_0101,937882116761,Запрос ценовых предложений,2024-07-10,2024-07-26,16,5,Поставщик_0503,457459864697,4426687.92,Завершен,False
401367,Канцелярские товары,Заказчик_0001,016525808631,Электронный аукцион,2024-02-27,2024-03-13,15,3,Поставщик_0322,163573634487,287794.62,Завершен,False
401368,Клининг,Заказчик_0078,598284873191,Из одного источника по несостоявшимся закупкам,2024-08-19,2024-08-29,10,1,Поставщик_0668,657739497386,728878.15,Завершен,False
401369,Медицинское оборудование,Заказчик_0003,868570220212,Из одного источника по несостоявшимся закупкам,2023-05-05,2023-05-14,9,1,Поставщик_0073,163037373228,8246576.67,Завершен,False
401370,Ремонт зданий,Заказчик_0044,011652671671,Электронный аукцион,2024-01-30,2024-02-18,19,4,Поставщик_0058,496829903332,5658225.77,Завершен,False
401371,IT-услуги,Заказчик_0169,512269807126,Электронный аукцион,2023-05-23,2023-05-25,2,1,Поставщик_0584,713034785365,5023092.12,Итоги подведены,False
401372,Охранные услуги,Заказчик_0168,413748378959,Электронный аукцион,2025-05-31,2025-06-18,18,3,Поставщик_0064,880188249728,1952741.09,Завершен,False
401373,IT-услуги,Заказчик_0121,095952713783,Открытый конкурс,2023-12-04,2023-12-17,13,5,Поставщик_0326,956745653116,4622648.78,Завершен,False
401374,Стройматериалы,Заказчик_0044,011652671671,Из одного источника,2023-03-16,2023-03-31,15,7,Поставщик_0675,738345126963,3111435.57,Опубликован,False
401375,Стройматериалы,Заказчик_0109,331294210817,Из одного источника,2023-01-29,2023-02-09,11,1,Поставщик_0274,413867661980,2839932.45,Опубликован,False
401376,Мебель,Заказчик_0196,444633818661,Из одного источника,2025-04-02,2025-04-22,20,2,Поставщик_0350,881081152855,1083348.52,Завершен,False
401377,IT-услуги,Заказчик_0004,633229661713,Запрос ценовых предложений,2023-06-12,2023-06-24,12,5,Поставщик_0686,637171490418,4287146.52,Опубликован,False
401378,Ремонт зданий,Заказчик_0151,841936905579,Из одного источника,2024-12-14,2024-12-30,16,3,Поставщик_0605,427937196986,5773112.1,Завершен,False
401379,Клининг,Заказчик_0127,352249294184,Электронный аукцион,2024-09-26,2024-10-05,9,6,Поставщик_0189,115461672073,737833.82,Опубликован,False
401380,Продукты питания,Заказчик_0035,461642607714,Открытый конкурс,2023-08-24,2023-09-08,15,6,Поставщик_0172,067712977841,434891.5,Завершен,False
401381,Медицинское оборудование,Заказчик_0170,681775483909,Открытый конкурс,2025-06-12,2025-06-15,3,5,Поставщик_0637,527875907801,7921341.54,Итоги подведены,False
401382,Охранные услуги,Заказчик_0024,420762754008,Открытый конкурс,2023-09-23,2023-10-12,19,1,Поставщик_0677,115828932790,1882418.15,Опубликован,False
401383,IT-услуги,Заказчик_0018,571295570558,Из одного источника,2023-02-09,2023-02-18,9,1,Поставщик_0585,126880847331,4581010.92,Завершен,False
401384,Ремонт зданий,Заказчик_0158,456227804705,Электронный аукцион,2024-02-11,2024-02-20,9,1,Поставщик_0544,750868589574,5971672.22,Завершен,False
401385,Охранные услуги,Заказчик_0103,043205340808,Открытый конкурс,2025-06-12,2025-06-30,18,5,Поставщик_0535,861556163831,2117419.84,Завершен,False
401386,Стройматериалы,Заказчик_0042,061403237378,Электронный аукцион,2024-05-12,2024-05-21,9,4,Поставщик_0495,246507961368,2997130.24,Завершен,False
401387,Мебель,Заказчик_0197,921159241640,Открытый конкурс,2025-04-05,2025-04-11,6,2,Поставщик_0448,231433408630,1015989.31,Завершен,False
401388,Продукты питания,Заказчик_0117,419505214624,Из одного источника,2023-06-24,2023-06-30,6,1,Поставщик_0101,134564782885,593980.49,Отменен,True
401389,Клининг,Заказчик_0159,055513512505,Электронный аукцион,2024-10-29,2024-11-17,19,1,Поставщик_0557,404694079971,653729.62,Завершен,False
401390,Канцелярские товары,Заказчик_0163,155720026558,Из одного источника,2024-06-03,2024-06-09,6,1,Поставщик_0646,902533636786,256842.1,Завершен,False
401391,IT-услуги,Заказчик_0051,545473722111,Открытый конкурс,2023-11-21,2023-12-03,12,4,Поставщик_0093,500663526930,4926888.2,Завершен,False
401392,Ремонт зданий,Заказчик_0084,846650721507,Электронный аукцион,2025-05-05,2025-05-25,20,3,Поставщик_0031,900180549223,5934958.76,Отменен,False
401393,Мебель,Заказчик_0163,155720026558,Электронный аукцион,2023-07-20,2023-08-05,16,5,Поставщик_0238,882733335641,900379.89,Завершен,False
401394,Продукты питания,Заказчик_0040,303789475622,Открытый конкурс,2023-10-09,2023-10-29,20,4,Поставщик_0070,821788866676,479207.98,Завершен,False
401395,Продукты питания,Заказчик_0198,615372780181,Электронный аукцион,2024-12-31,2025-01-04,4,4,Поставщик_0387,393471508828,545002.54,Завершен,False
401396,IT-услуги,Заказчик_0144,516681609103,Запрос ценовых предложений,2025-06-04,2025-06-10,6,4,Поставщик_0290,793742995159,5061959.1,Завершен,False
401397,Продукты питания,Заказчик_0000,602276804025,Открытый конкурс,2023-11-10,2023-11-25,15,3,Поставщик_0574,790371463282,511930.18,Завершен,False
401398,IT-услуги,Заказчик_0079,987998370546,Электронный аукцион,2024-12-30,2025-01-03,4,2,Поставщик_0780,091498516634,5429973.9,Завершен,False
401399,Ремонт зданий,Заказчик_0076,276366676869,Запрос ценовых предложений,2024-07-16,2024-08-02,17,1,Поставщик_0607,536449729464,6177149.68,Завершен,False
401400,IT-услуги,Заказчик_0022,876960826911,Электронный аукцион,2023-09-01,2023-09-12,11,2,Поставщик_0206,560233844605,4687656.2,Завершен,False
401401,Транспортные услуги,Заказчик_0109,331294210817,Запрос ценовых предложений,2024-02-11,2024-02-20,9,4,Поставщик_0034,830235629044,1089045.87,Завершен,False
401402,Транспортные услуги,Заказчик_0008,959807652614,Открытый конкурс,2023-02-11,2023-02-19,8,5,Поставщик_0250,609694983206,1057382.15,Завершен,False
401403,Канцелярские товары,Заказчик_0120,174668074201,Открытый конкурс,2023-10-20,2023-11-02,13,2,Поставщик_0602,542185985110,256857.62,Итоги подведены,False
401404,IT-услуги,Заказчик_0144,516681609103,Электронный аукцион,2023-12-28,2024-01-03,6,4,Поставщик_0190,906433503969,4783776.85,Отменен,False
401405,Охранные услуги,Заказчик_0020,455927236237,Открытый конкурс,2025-03-23,2025-04-06,14,8,Поставщик_0650,226837630452,1846273.17,Завершен,False
401406,Транспортные услуги,Заказчик_0035,461642607714,Запрос ценовых предложений,2024-07-26,2024-08-03,8,2,Поставщик_0389,754448376423,1093585.11,Завершен,False
401407,Канцелярские товары,Заказчик_0012,425723964512,Запрос ценовых предложений,2023-08-21,2023-08-30,9,3,Поставщик_0607,536449729464,281420.94,Завершен,False
401408,Продукты питания,Заказчик_0045,891036937066,Электронный аукцион,2024-11-29,2024-12-05,6,5,Поставщик_0112,415797697143,441859.51,Завершен,False
401409,Медицинское оборудование,Заказчик_0118,609055953469,Электронный аукцион,2025-01-28,2025-02-14,17,1,Поставщик_0211,624850825440,8287910.88,Завершен,False
401410,Канцелярские товары,Заказчик_0020,455927236237,Из одного источника по несостоявшимся закупкам,2025-05-18,2025-05-28,10,4,Поставщик_0628,628834501796,306550.27,Завершен,False
401411,Клининг,Заказчик_0158,456227804705,Из одного источника по несостоявшимся закупкам,2025-06-12,2025-06-26,14,5,Поставщик_0583,869301373063,733716.8,Итоги подведены,False
401412,Мебель,Заказчик_0100,825533331515,Электронный аукцион,2024-11-21,2024-11-25,4,1,Поставщик_0026,859743472035,1184788.87,Завершен,True
401413,Канцелярские товары,Заказчик_0076,276366676869,Из одного источника,2025-03-29,2025-04-10,12,5,Поставщик_0771,687593322342,257172.07,Завершен,False
401414,IT-услуги,Заказчик_0190,238315556594,Открытый конкурс,2025-05-16,2025-05-25,9,5,Поставщик_0074,485908583208,4678594.85,Итоги подведены,False
401415,IT-услуги,Заказчик_0156,370660134587,Открытый конкурс,2023-12-03,2024-01-01,29,5,Поставщик_0583,869301373063,4787353.86,Итоги подведены,False
401416,Мебель,Заказчик_0062,298543394596,Из одного источника по несостоявшимся закупкам,2024-01-28,2024-02-06,9,4,Поставщик_0248,462736711337,1063222.72,Итоги подведены,False
401417,IT-услуги,Заказчик_0070,366888337780,Запрос ценовых предложений,2023-04-12,2023-04-30,18,3,Поставщик_0291,467915348400,5026685.55,Завершен,False
401418,IT-услуги,Заказчик_0104,865457848634,Открытый конкурс,2023-01-17,2023-02-02,16,1,Поставщик_0538,464738624455,4641887.01,Итоги подведены,False
401419,Клининг,Заказчик_0043,200593676791,Открытый конкурс,2023-02-10,2023-02-27,17,4,Поставщик_0048,291807684220,612904.76,Завершен,False
401420,Клининг,Заказчик_0107,769835139635,Открытый конкурс,2023-03-04,2023-03-13,9,1,Поставщик_0740,689804271765,665917.12,Итоги подведены,False
401421,Мебель,Заказчик_0171,919426295735,Из одного источника по несостоявшимся закупкам,2024-05-19,2024-06-09,21,2,Поставщик_0657,574512230495,948077.12,Итоги подведены,False
401422,Клининг,Заказчик_0149,424259616526,Из одного источника по несостоявшимся закупкам,2024-10-17,2024-10-22,5,3,Поставщик_0276,515090470547,637852.36,Опубликован,False
401423,Медицинское оборудование,Заказчик_0026,217846198988,Из одного источника,2025-04-20,2025-04-23,3,1,Поставщик_0778,818114369237,7730795.32,Завершен,False
